Returned byte 0x48
Returned byte 0x34
Returned byte 0x33
-0.143066 0.264964 0.449635
-0.132847 0.270073 0.444526
-0.118248 0.276642 0.445255
-0.113869 0.279562 0.443796
-0.105109 0.286861 0.438686
-0.091241 0.291241 0.438686
-0.084672 0.301460 0.432117
-0.075912 0.306569 0.429197
-0.070803 0.311679 0.425547
-0.057664 0.313139 0.424088
-0.057664 0.320438 0.421898
-0.050365 0.332847 0.412409
-0.051825 0.341606 0.408759
-0.062044 0.352555 0.403650
-0.050365 0.356934 0.394891
-0.056204 0.364234 0.392701
-0.061314 0.371533 0.391241
-0.056204 0.379562 0.383942
-0.058394 0.385401 0.378832
-0.057664 0.390511 0.375912
-0.056934 0.395620 0.369343
-0.061314 0.399270 0.366423
-0.065693 0.405109 0.364234
-0.078832 0.408759 0.364964
-0.108759 0.408029 0.365693
-0.148905 0.399270 0.366423
-0.156204 0.398540 0.367153
-0.142336 0.405109 0.364964
-0.103650 0.405109 0.360584
-0.040876 0.397810 0.359854
0.006569 0.386861 0.352555
0.035766 0.390511 0.345255
0.051095 0.393431 0.333577
0.058394 0.399270 0.327737
0.071533 0.400000 0.323358
0.085401 0.396350 0.317518
0.097080 0.393431 0.313139
0.110219 0.386861 0.313139
0.123358 0.381022 0.312409
0.134307 0.370803 0.311679
0.145255 0.357664 0.313869
0.158394 0.345985 0.315328
0.172263 0.328467 0.316788
0.184672 0.310949 0.318248
0.191971 0.297080 0.323358
0.200730 0.283212 0.327007
0.204380 0.264964 0.330657
0.201460 0.253285 0.341606
0.200730 0.245255 0.345985
0.200730 0.244526 0.344526
0.208029 0.242336 0.339416
0.218248 0.237226 0.332847
0.229197 0.230657 0.326277
0.243066 0.219708 0.318248
0.256934 0.205839 0.312409
0.265693 0.197080 0.310219
0.270073 0.183212 0.308759
0.272263 0.167153 0.308029
0.281022 0.159854 0.303650
0.286131 0.148905 0.299270
0.291971 0.137226 0.297080
0.299270 0.123358 0.290511
0.308759 0.112409 0.281022
0.314599 0.097080 0.272263
0.319708 0.081022 0.266423
0.324818 0.068613 0.263504
0.325547 0.056934 0.257664
0.326277 0.046715 0.259124
0.326277 0.034307 0.256204
0.327007 0.025547 0.254015
0.321168 0.017518 0.253285
0.321898 0.008759 0.251825
0.321168 -0.001460 0.252555
0.319708 -0.014599 0.254015
0.315328 -0.025547 0.251095
0.313139 -0.041606 0.248175
0.305839 -0.054745 0.248175
0.302920 -0.074453 0.244526
0.299270 -0.086861 0.244526
0.292701 -0.104380 0.241606
0.283942 -0.121898 0.240146
0.278832 -0.133577 0.237956
0.272263 -0.150365 0.237226
0.262774 -0.161314 0.235036
0.252555 -0.174453 0.234307
0.243796 -0.190511 0.233577
0.231387 -0.205109 0.231387
0.221168 -0.215328 0.229197
